# Server version 0.08 running on 192.168.0.14:8123
# Game ID: 14
# Board class: hus.HusBoard
# Timeout: 300000
# First Move Timeout: 30000
# Date: Mon Mar 28 22:55:51 EDT 2016
# Player 1: Player-0, 'RandomHusPlayer', running on 192.168.0.14
# Player 2: Player-1, '260549558', running on 192.168.0.14
START Player-0 RandomHusPlayer
START Player-1 260549558
PIT 0 7
PIT 1 0
PIT 0 14
PIT 1 1
PIT 0 20
PIT 1 12
PIT 0 6
PIT 1 3
PIT 0 4
PIT 1 5
PIT 0 21
PIT 1 8
PIT 0 16
PIT 1 18
PIT 0 11
PIT 1 14
PIT 0 31
PIT 1 12
PIT 0 28
PIT 1 6
PIT 0 5
PIT 1 21
PIT 0 30
PIT 1 13
PIT 0 18
PIT 1 15
PIT 0 7
PIT 1 16
PIT 0 8
PIT 1 18
PIT 0 16
PIT 1 26
PIT 0 29
PIT 1 17
PIT 0 21
PIT 1 20
PIT 0 18
GAMEOVER WINNER 0
# Game ended: Mon Mar 28 22:55:51 EDT 2016
