# Server version 0.08 running on 192.168.0.14:8197
# Game ID: 4039
# Board class: hus.HusBoard
# Timeout: 2000
# First Move Timeout: 30000
# Date: Fri Apr 01 00:10:03 EDT 2016
# Player 1: Player-0, 'RandomHusPlayer', running on localhost
# Player 2: Player-1, '260549558', running on localhost
START Player-0 RandomHusPlayer
START Player-1 260549558
PIT 0 9
PIT 1 1
PIT 0 22
PIT 1 23
PIT 0 5
PIT 1 16
PIT 0 21
PIT 1 7
PIT 0 8
PIT 1 2
PIT 0 6
PIT 1 25
PIT 0 0
PIT 1 27
PIT 0 16
PIT 1 17
PIT 0 4
PIT 1 0
PIT 0 15
PIT 1 1
PIT 0 22
PIT 1 2
PIT 0 27
PIT 1 5
GAMEOVER WINNER 1
# Game ended: Fri Apr 01 00:10:05 EDT 2016
