# Server version 0.08 running on 172.16.52.242:8179
# Game ID: 1604
# Board class: hus.HusBoard
# Timeout: 2000
# First Move Timeout: 30000
# Date: Wed Mar 30 18:33:17 EDT 2016
# Player 1: Player-0, 'RandomHusPlayer', running on localhost
# Player 2: Player-1, '260549558', running on localhost
START Player-0 RandomHusPlayer
START Player-1 260549558
PIT 0 8
PIT 1 5
PIT 0 5
PIT 1 17
PIT 0 17
PIT 1 15
PIT 0 20
PIT 1 22
PIT 0 15
PIT 1 24
PIT 0 11
PIT 1 8
PIT 0 17
PIT 1 11
PIT 0 16
PIT 1 18
PIT 0 18
PIT 1 19
PIT 0 1
PIT 1 24
PIT 0 2
PIT 1 21
PIT 0 8
PIT 1 30
PIT 0 11
PIT 1 12
PIT 0 12
PIT 1 14
PIT 0 17
PIT 1 29
PIT 0 0
PIT 1 25
PIT 0 4
PIT 1 24
PIT 0 16
PIT 1 18
PIT 0 18
PIT 1 20
GAMEOVER WINNER 1
# Game ended: Wed Mar 30 18:33:26 EDT 2016
