# Server version 0.08 running on wpa146022.wireless.mcgill.ca:8228
# Game ID: 5295
# Board class: hus.HusBoard
# Timeout: 2000
# First Move Timeout: 30000
# Date: Fri Apr 01 16:15:39 EDT 2016
# Player 1: Player-0, 'RandomHusPlayer', running on localhost
# Player 2: Player-1, '260549558', running on localhost
START Player-0 RandomHusPlayer
START Player-1 260549558
PIT 0 22
PIT 1 22
PIT 0 7
PIT 1 1
PIT 0 6
PIT 1 16
PIT 0 10
PIT 1 10
PIT 0 22
PIT 1 0
PIT 0 14
PIT 1 25
PIT 0 18
PIT 1 14
PIT 0 20
PIT 1 1
PIT 0 26
PIT 1 16
PIT 0 2
PIT 1 14
PIT 0 5
PIT 1 18
PIT 0 11
PIT 1 8
PIT 0 6
PIT 1 19
PIT 0 7
PIT 1 30
PIT 0 8
PIT 1 2
PIT 0 9
PIT 1 5
PIT 0 10
PIT 1 4
PIT 0 11
PIT 1 10
GAMEOVER WINNER 1
# Game ended: Fri Apr 01 16:15:42 EDT 2016
