# Server version 0.08 running on localhost:8194
# Game ID: 3422
# Board class: hus.HusBoard
# Timeout: 2000
# First Move Timeout: 30000
# Date: Thu Mar 31 22:50:49 EDT 2016
# Player 1: Player-0, 'RandomHusPlayer', running on localhost
# Player 2: Player-1, '260549558', running on localhost
START Player-0 RandomHusPlayer
START Player-1 260549558
PIT 0 7
PIT 1 23
PIT 0 13
PIT 1 19
PIT 0 11
PIT 1 16
PIT 0 19
PIT 1 20
PIT 0 24
PIT 1 7
PIT 0 17
PIT 1 15
PIT 0 26
PIT 1 16
PIT 0 20
PIT 1 5
PIT 0 29
PIT 1 20
PIT 0 28
PIT 1 13
PIT 0 5
PIT 1 5
PIT 0 6
PIT 1 0
PIT 0 7
PIT 1 1
GAMEOVER WINNER 1
# Game ended: Thu Mar 31 22:50:51 EDT 2016
