# Server version 0.08 running on 192.168.0.14:8223
# Game ID: 4632
# Board class: hus.HusBoard
# Timeout: 2000
# First Move Timeout: 30000
# Date: Fri Apr 01 00:58:13 EDT 2016
# Player 1: Player-0, 'RandomHusPlayer', running on localhost
# Player 2: Player-1, '260549558', running on localhost
START Player-0 RandomHusPlayer
START Player-1 260549558
PIT 0 22
PIT 1 12
PIT 0 21
PIT 1 6
PIT 0 24
PIT 1 2
PIT 0 23
PIT 1 14
PIT 0 11
PIT 1 22
PIT 0 17
PIT 1 24
PIT 0 10
PIT 1 30
PIT 0 15
PIT 1 17
PIT 0 0
PIT 1 23
PIT 0 31
PIT 1 27
PIT 0 1
GAMEOVER WINNER 0
# Game ended: Fri Apr 01 00:58:15 EDT 2016
