# Server version 0.08 running on 192.168.0.10:8312
# Game ID: 8401
# Board class: hus.HusBoard
# Timeout: 2000
# First Move Timeout: 30000
# Date: Tue Apr 05 23:26:47 EDT 2016
# Player 1: Player-0, 'RandomHusPlayer', running on localhost
# Player 2: Player-1, '260549558', running on localhost
START Player-0 RandomHusPlayer
START Player-1 260549558
PIT 0 18
PIT 1 5
PIT 0 19
PIT 1 11
PIT 0 24
PIT 1 4
PIT 0 25
PIT 1 15
PIT 0 29
PIT 1 1
PIT 0 27
PIT 1 2
PIT 0 14
PIT 1 9
PIT 0 7
PIT 1 4
PIT 0 13
PIT 1 11
PIT 0 1
PIT 1 13
PIT 0 0
PIT 1 0
PIT 0 1
PIT 1 16
PIT 0 3
GAMEOVER WINNER 0
# Game ended: Tue Apr 05 23:27:04 EDT 2016
