# Server version 0.08 running on 192.168.0.14:8190
# Game ID: 2896
# Board class: hus.HusBoard
# Timeout: 2000
# First Move Timeout: 30000
# Date: Thu Mar 31 20:32:26 EDT 2016
# Player 1: Player-0, 'RandomHusPlayer', running on localhost
# Player 2: Player-1, '260549558', running on localhost
START Player-0 RandomHusPlayer
START Player-1 260549558
PIT 0 18
PIT 1 13
PIT 0 21
PIT 1 17
PIT 0 3
PIT 1 9
PIT 0 9
PIT 1 10
PIT 0 20
PIT 1 20
PIT 0 13
PIT 1 12
PIT 0 26
PIT 1 2
PIT 0 29
PIT 1 14
PIT 0 2
PIT 1 1
PIT 0 27
PIT 1 3
PIT 0 31
PIT 1 4
GAMEOVER WINNER 1
# Game ended: Thu Mar 31 20:32:28 EDT 2016
