# Server version 0.08 running on 192.168.0.14:8124
# Game ID: 53
# Board class: hus.HusBoard
# Timeout: 300000
# First Move Timeout: 30000
# Date: Mon Mar 28 23:20:49 EDT 2016
# Player 1: Player-0, 'RandomHusPlayer', running on 192.168.0.14
# Player 2: Player-1, '260549558', running on 192.168.0.14
START Player-0 RandomHusPlayer
START Player-1 260549558
PIT 0 3
PIT 1 14
PIT 0 12
PIT 1 17
PIT 0 2
PIT 1 27
PIT 0 16
PIT 1 18
PIT 0 1
PIT 1 0
PIT 0 0
PIT 1 2
PIT 0 8
PIT 1 8
PIT 0 7
PIT 1 7
GAMEOVER WINNER 1
# Game ended: Mon Mar 28 23:20:49 EDT 2016
