# Server version 0.08 running on localhost:8194
# Game ID: 3390
# Board class: hus.HusBoard
# Timeout: 2000
# First Move Timeout: 30000
# Date: Thu Mar 31 22:48:01 EDT 2016
# Player 1: Player-0, 'RandomHusPlayer', running on localhost
# Player 2: Player-1, '260549558', running on localhost
START Player-0 RandomHusPlayer
START Player-1 260549558
PIT 0 17
PIT 1 5
PIT 0 12
PIT 1 21
PIT 0 15
PIT 1 11
PIT 0 11
PIT 1 12
PIT 0 7
PIT 1 17
PIT 0 24
PIT 1 16
PIT 0 16
PIT 1 13
PIT 0 20
PIT 1 0
PIT 0 21
PIT 1 1
GAMEOVER WINNER 1
# Game ended: Thu Mar 31 22:48:03 EDT 2016
