# Server version 0.08 running on 192.168.0.14:8223
# Game ID: 4560
# Board class: hus.HusBoard
# Timeout: 2000
# First Move Timeout: 30000
# Date: Fri Apr 01 00:53:58 EDT 2016
# Player 1: Player-0, 'RandomHusPlayer', running on localhost
# Player 2: Player-1, '260549558', running on localhost
START Player-0 RandomHusPlayer
START Player-1 260549558
PIT 0 22
PIT 1 22
PIT 0 4
PIT 1 7
PIT 0 23
PIT 1 6
PIT 0 13
PIT 1 13
PIT 0 8
PIT 1 16
PIT 0 21
PIT 1 20
PIT 0 10
PIT 1 19
PIT 0 19
PIT 1 17
PIT 0 12
PIT 1 20
PIT 0 26
PIT 1 23
PIT 0 0
PIT 1 5
PIT 0 28
PIT 1 9
PIT 0 31
PIT 1 0
PIT 0 23
PIT 1 19
PIT 0 3
PIT 1 30
PIT 0 7
PIT 1 21
PIT 0 10
PIT 1 11
PIT 0 0
PIT 1 26
PIT 0 11
PIT 1 2
PIT 0 12
PIT 1 0
GAMEOVER WINNER 1
# Game ended: Fri Apr 01 00:54:00 EDT 2016
