# Server version 0.08 running on 192.168.0.10:8190
# Game ID: 8189
# Board class: hus.HusBoard
# Timeout: 2000
# First Move Timeout: 30000
# Date: Tue Apr 05 20:57:48 EDT 2016
# Player 1: Player-0, 'RandomHusPlayer', running on localhost
# Player 2: Player-1, '260549558', running on localhost
START Player-0 RandomHusPlayer
START Player-1 260549558
PIT 0 22
PIT 1 22
PIT 0 3
PIT 1 15
PIT 0 12
PIT 1 18
PIT 0 6
PIT 1 21
PIT 0 2
PIT 1 25
PIT 0 16
PIT 1 29
PIT 0 25
PIT 1 1
PIT 0 13
PIT 1 24
PIT 0 2
PIT 1 10
PIT 0 29
PIT 1 4
PIT 0 13
PIT 1 5
PIT 0 20
PIT 1 8
PIT 0 18
PIT 1 9
PIT 0 12
PIT 1 10
PIT 0 0
PIT 1 13
PIT 0 1
PIT 1 14
PIT 0 2
PIT 1 15
PIT 0 0
PIT 1 16
PIT 0 1
PIT 1 17
PIT 0 2
PIT 1 18
PIT 0 3
PIT 1 19
PIT 0 4
PIT 1 20
PIT 0 7
PIT 1 21
PIT 0 1
PIT 1 22
PIT 0 2
PIT 1 23
PIT 0 3
PIT 1 24
PIT 0 4
PIT 1 25
PIT 0 7
PIT 1 26
PIT 0 11
GAMEOVER WINNER 0
# Game ended: Tue Apr 05 20:58:44 EDT 2016
